Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
Bosnia and Herzegovina,General government revenue,National currency,Billions,"Source: Ministry of Finance or Treasury. Additional data received from the Indirect Tax Authority Latest actual data: 2015 Fiscal assumptions: Budget, macro framework, structural reforms set by program, and WEO. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual. Revenues are on cash basis and expenditures on accrual basis. General government includes: Central Government;State Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Convertible marka Data last updated: 03/2017",12.352,12.577,13.24,13.934,14.671,15.555,16.483,17.466,2015
Bosnia and Herzegovina,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,43.1,42.859,42.857,42.859,42.776,42.693,42.736,42.746,2015
Bosnia and Herzegovina,General government total expenditure,National currency,Billions,"Source: Ministry of Finance or Treasury. Additional data received from the Indirect Tax Authority Latest actual data: 2015 Fiscal assumptions: Budget, macro framework, structural reforms set by program, and WEO. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual. Revenues are on cash basis and expenditures on accrual basis. General government includes: Central Government;State Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Convertible marka Data last updated: 03/2017",12.421,12.568,13.385,14.126,14.801,15.652,16.499,17.454,2015
Bosnia and Herzegovina,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,43.342,42.828,43.327,43.449,43.156,42.959,42.775,42.718,2015
Bosnia and Herzegovina,General government net lending/borrowing,National currency,Billions,"Source: Ministry of Finance or Treasury. Additional data received from the Indirect Tax Authority Latest actual data: 2015 Fiscal assumptions: Budget, macro framework, structural reforms set by program, and WEO. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual. Revenues are on cash basis and expenditures on accrual basis. General government includes: Central Government;State Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Convertible marka Data last updated: 03/2017",-0.069,0.009,-0.145,-0.192,-0.13,-0.097,-0.015,0.011,2015
Bosnia and Herzegovina,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-0.242,0.031,-0.47,-0.59,-0.38,-0.266,-0.039,0.027,2015
Bosnia and Herzegovina,General government structural balance,National currency,Billions,"Source: Ministry of Finance or Treasury. Additional data received from the Indirect Tax Authority Latest actual data: 2015 Fiscal assumptions: Budget, macro framework, structural reforms set by program, and WEO. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual. Revenues are on cash basis and expenditures on accrual basis. General government includes: Central Government;State Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Convertible marka Data last updated: 03/2017",0.223,0.287,0.097,0.023,0.017,-0.021,-0.012,-0.018,2015
Bosnia and Herzegovina,General government structural balance,Percent of potential GDP,,See notes for:  General government structural balance (National currency).,0.76,0.957,0.309,0.07,0.05,-0.057,-0.032,-0.045,2015
Bosnia and Herzegovina,General government primary net lending/borrowing,National currency,Billions,"Source: Ministry of Finance or Treasury. Additional data received from the Indirect Tax Authority Latest actual data: 2015 Fiscal assumptions: Budget, macro framework, structural reforms set by program, and WEO. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual. Revenues are on cash basis and expenditures on accrual basis. General government includes: Central Government;State Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Convertible marka Data last updated: 03/2017",0.162,0.263,0.126,0.092,0.158,0.192,0.276,0.361,2015
Bosnia and Herzegovina,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,0.565,0.898,0.408,0.284,0.46,0.528,0.716,0.884,2015
Bosnia and Herzegovina,General government net debt,National currency,Billions,"Source: Ministry of Finance or Treasury. Additional data received from the Indirect Tax Authority Latest actual data: 2015 Fiscal assumptions: Budget, macro framework, structural reforms set by program, and WEO. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual. Revenues are on cash basis and expenditures on accrual basis. General government includes: Central Government;State Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Convertible marka Data last updated: 03/2017",10.963,10.756,10.864,11.083,11.318,11.317,11.571,12.174,2015
Bosnia and Herzegovina,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,38.254,36.655,35.166,34.091,33.001,31.062,30.001,29.794,2015
Bosnia and Herzegovina,General government gross debt,National currency,Billions,"Source: Ministry of Finance or Treasury. Additional data received from the Indirect Tax Authority Latest actual data: 2015 Fiscal assumptions: Budget, macro framework, structural reforms set by program, and WEO. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual. Revenues are on cash basis and expenditures on accrual basis. General government includes: Central Government;State Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Convertible marka Data last updated: 03/2017",13.01,13.02,13.127,13.347,13.582,13.581,13.835,14.437,2015
Bosnia and Herzegovina,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,45.395,44.368,42.493,41.053,39.601,37.275,35.87,35.334,2015
Bosnia and Herzegovina,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury. Additional data received from the Indirect Tax Authority Latest actual data: 2015 Fiscal assumptions: Budget, macro framework, structural reforms set by program, and WEO. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual. Revenues are on cash basis and expenditures on accrual basis. General government includes: Central Government;State Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Convertible marka Data last updated: 03/2017",28.659,29.345,30.893,32.511,34.296,36.434,38.57,40.859,2015
Bosnia and Herzegovina,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2015 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Convertible marka Data last updated: 03/2017",-0.925,-0.927,-1.06,-1.114,-1.09,-1.026,-0.964,-0.953,2015
Bosnia and Herzegovina,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-5.69,-5.584,-6.318,-6.326,-5.871,-5.196,-4.625,-4.342,2015
Botswana,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Botswana pula Data last updated: 03/2017,86.081,88.546,92.171,96.031,100.174,104.492,108.773,113.192,2015
Botswana,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.7,2.864,4.093,4.188,4.315,4.31,4.097,4.063,2015
Botswana,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Botswana pula Data last updated: 03/2017,145.923,163.695,167.395,182.797,201.801,220.34,240.191,261.678,2015
Botswana,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",14.435,15.018,15.564,16.636,17.763,18.765,19.802,20.958,2015
Botswana,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",169.519,184.87,181.613,190.352,201.449,210.868,220.818,231.18,2015
Botswana,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","40,437.00","41,107.76","42,289.14","43,544.00","44,890.62","46,276.84","47,608.42","48,962.11",2008
Botswana,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","68,548.41","75,995.98","76,802.77","82,886.96","90,431.86","97,583.06","105,128.16","113,190.59",2008
Botswana,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,780.97","6,972.11","7,140.87","7,543.53","7,959.91","8,310.46","8,667.26","9,065.60",2008
Botswana,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,
Botswana,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,"See notes for:  Gross domestic product, current prices (National currency).",35.222,36.708,39.054,41.601,44.348,47.192,50.121,53.242,2015
Botswana,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","16,545.89","17,041.58","17,918.59","18,863.28","19,873.22","20,900.10","21,937.03","23,030.17",2008
Botswana,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.031,0.031,0.031,0.031,0.031,0.031,0.032,0.032,2011
Botswana,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",4.143,4.459,4.286,4.394,4.55,4.669,4.792,4.915,2015
Botswana,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Botswana pula Data last updated: 03/2017,32.11,21.319,32.267,31.863,30.582,30.638,30.659,30.768,2015
Botswana,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Botswana pula Data last updated: 03/2017,40.026,36.138,34.044,30.818,31.48,32.668,33.901,34.919,2015
Botswana,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2016 Harmonized prices: No Frequency of source data: Monthly Base year: 2000. 9/1/2006 Primary domestic currency: Botswana pula Data last updated: 03/2017,301.893,310.375,321.083,334.569,350.461,367.633,385.096,403.003,2016
Botswana,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3.054,2.81,3.45,4.2,4.75,4.9,4.75,4.65,2016
Botswana,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2016 Harmonized prices: No Frequency of source data: Monthly Base year: 2000. 9/1/2006 Primary domestic currency: Botswana pula Data last updated: 03/2017,295.808,304.683,316.565,330.811,347.351,364.024,381.133,398.665,2016
Botswana,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",3.1,3,3.9,4.5,5,4.8,4.7,4.6,2016
Botswana,Six-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,
Botswana,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2014 Base year: 2000 Methodology used to derive volumes: Deflation by survey-based price indexes Formula used to derive volumes: Fisher Chain-weighted: No Trade System: General trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Botswana pula Data last updated: 03/2017",0.37,-6.988,-15.357,6.57,7.649,2.313,2.289,1.44,2014
Botswana,Volume of Imports of goods,Percent change,,"Source: National Statistics Office Latest actual data: 2014 Base year: 2000 Methodology used to derive volumes: Deflation by survey-based price indexes Formula used to derive volumes: Fisher Chain-weighted: No Trade System: General trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Botswana pula Data last updated: 03/2017",0.944,-6.242,-15.692,5.699,7.216,2.035,2.391,1.899,2014
Botswana,Volume of exports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2014 Base year: 2000 Methodology used to derive volumes: Deflation by survey-based price indexes Formula used to derive volumes: Fisher Chain-weighted: No Trade System: General trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Botswana pula Data last updated: 03/2017",-17.111,15.888,-19.683,0.761,12.021,2.407,2.405,2.05,2014
Botswana,Volume of exports of goods,Percent change,,"Source: National Statistics Office Latest actual data: 2014 Base year: 2000 Methodology used to derive volumes: Deflation by survey-based price indexes Formula used to derive volumes: Fisher Chain-weighted: No Trade System: General trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Botswana pula Data last updated: 03/2017",-19.684,19.3,-22.881,0.853,13.913,2.754,2.734,2.336,2014
Botswana,Unemployment rate,Percent of total labor force,,,,,,,,,,,
Botswana,Employment,Persons,Millions,,,,,,,,,,
Botswana,Population,Persons,Millions,Source: International Financial Institution. World Development Indicators Latest actual data: 2008 Primary domestic currency: Botswana pula Data last updated: 03/2017,2.129,2.154,2.18,2.205,2.232,2.258,2.285,2.312,2008
Botswana,General government revenue,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2015/16 Start/end months of reporting year: April/March GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Botswana pula Data last updated: 03/2017,47.474,52.728,53.914,55.756,64.246,70.053,76.496,84.784,2016
Botswana,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,31.572,32.03,31.483,29.729,31.122,31.093,31.151,32.543,2016
Botswana,General government total expenditure,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2015/16 Start/end months of reporting year: April/March GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Botswana pula Data last updated: 03/2017,54.411,55.854,59.544,62.804,61.859,67.594,73.16,77.799,2016
Botswana,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,36.186,33.929,34.771,33.487,29.965,30.001,29.793,29.861,2016
Botswana,General government net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2015/16 Start/end months of reporting year: April/March GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Botswana pula Data last updated: 03/2017,-6.938,-3.126,-5.63,-7.048,2.387,2.459,3.335,6.986,2016
Botswana,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-4.614,-1.899,-3.288,-3.758,1.156,1.091,1.358,2.681,2016
Botswana,General government structural balance,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2015/16 Start/end months of reporting year: April/March GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Botswana pula Data last updated: 03/2017,-8.765,-2.505,-4.352,-7.059,1.593,1.661,2.533,6.179,2016
Botswana,General government structural balance,Percent of potential GDP,,,,,,,,,,,
Botswana,General government primary net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2015/16 Start/end months of reporting year: April/March GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Botswana pula Data last updated: 03/2017,-17.156,-18.971,-17.372,-22.106,-17.471,-19.324,-20.536,-19.079,2016
Botswana,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,-11.409,-11.524,-10.144,-11.787,-8.463,-8.577,-8.363,-7.323,2016
Botswana,General government net debt,National currency,Billions,,,,,,,,,,
Botswana,General government net debt,Percent of GDP,,,,,,,,,,,
Botswana,General government gross debt,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2015/16 Start/end months of reporting year: April/March GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Botswana pula Data last updated: 03/2017,23.845,22.86,22.821,20.802,21.439,19.436,17.17,14.951,2016
Botswana,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,15.858,13.886,13.326,11.092,10.385,8.627,6.992,5.739,2016
Botswana,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2015/16 Start/end months of reporting year: April/March GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Botswana pula Data last updated: 03/2017,150.366,164.62,171.245,187.548,206.436,225.303,245.563,260.533,2016
Botswana,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2015 BOP Manual used: Balance of Payments Manual, fifth edition (BPM5) Primary domestic currency: Botswana pula Data last updated: 03/2017",1.121,2.202,0.276,-0.174,0.159,0.381,0.642,0.87,2015
Botswana,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",7.763,14.663,1.776,-1.045,0.898,2.03,3.241,4.151,2015
Brazil,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1995 Chain-weighted: No Primary domestic currency: Brazilian real Data last updated: 03/2017,"1,189.85","1,147.08","1,148.97","1,169.06","1,191.90","1,215.73","1,240.02","1,264.73",2016
Brazil,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-3.769,-3.595,0.165,1.748,1.954,2,1.998,1.993,2016
Brazil,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1995 Chain-weighted: No Primary domestic currency: Brazilian real Data last updated: 03/2017,"6,000.57","6,266.90","6,770.42","7,221.50","7,730.24","8,276.78","8,869.41","9,501.72",2016
Brazil,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,801.48","1,798.62","2,140.94","2,238.43","2,340.84","2,447.25","2,560.12","2,676.27",2016
Brazil,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",504.315,546.337,589.259,617.72,648.566,680.805,715.264,751.285,2016
Brazil,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,819.18","5,565.60","5,532.39","5,588.05","5,657.41","5,731.96","5,809.12","5,888.82",2016
Brazil,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","29,346.96","30,406.92","32,600.15","34,518.53","36,692.05","39,023.48","41,550.57","44,241.82",2016
Brazil,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,810.50","8,726.90","10,308.81","10,699.60","11,110.95","11,538.31","11,993.42","12,461.23",2016
Brazil,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,
Brazil,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,"See notes for:  Gross domestic product, current prices (National currency).","3,216.17","3,141.34","3,216.03","3,345.50","3,485.68","3,627.10","3,774.49","3,929.81",2016
Brazil,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","15,729.29","15,241.73","15,485.47","15,991.37","16,544.99","17,101.11","17,682.39","18,297.93",2016
Brazil,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",2.8,2.62,2.539,2.493,2.453,2.415,2.376,2.336,2011
Brazil,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",1.866,1.995,2.105,2.159,2.218,2.282,2.35,2.418,2016
Brazil,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1995 Chain-weighted: No Primary domestic currency: Brazilian real Data last updated: 03/2017,19.133,17.453,17.85,18.276,18.966,19.554,20.067,20.747,2016
Brazil,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1995 Chain-weighted: No Primary domestic currency: Brazilian real Data last updated: 03/2017,15.865,16.146,16.522,16.572,17.044,17.678,18.187,18.836,2016
Brazil,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2016 Harmonized prices: No Frequency of source data: Monthly Base year: 1980. December 1980 = 100 Primary domestic currency: Brazilian real Data last updated: 03/2017,"28,400,440,595,910.10","30,882,511,530,234.30","32,231,431,293,854.50","33,622,355,703,031.60","35,127,048,204,366.00","36,691,313,041,036.30","38,350,996,528,251.50","40,081,422,880,387.40",2016
Brazil,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",9.03,8.74,4.368,4.315,4.475,4.453,4.523,4.512,2016
Brazil,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2016 Harmonized prices: No Frequency of source data: Monthly Base year: 1980. December 1980 = 100 Primary domestic currency: Brazilian real Data last updated: 03/2017,"29,606,680,919,231.20","31,468,365,315,161.00","32,839,709,300,186.20","34,303,272,946,249.40","35,835,944,389,214.80","37,438,442,902,978.70","39,139,371,093,774.00","40,889,459,640,261.70",2016
Brazil,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",10.673,6.288,4.358,4.457,4.468,4.472,4.543,4.471,2016
Brazil,Six-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,
Brazil,Volume of imports of goods and services,Percent change,,Source: Central Bank Latest actual data: 2016 Base year: 2006 Primary domestic currency: Brazilian real Data last updated: 03/2017,-13.47,-9.869,4.344,3.069,2.359,2.832,2.874,2.902,2016
Brazil,Volume of Imports of goods,Percent change,,Source: Central Bank Latest actual data: 2016 Base year: 2006 Primary domestic currency: Brazilian real Data last updated: 03/2017,-15.206,-12.791,2.416,2.4,2.359,2.493,2.533,2.559,2016
Brazil,Volume of exports of goods and services,Percent change,,Source: Central Bank Latest actual data: 2016 Base year: 2006 Primary domestic currency: Brazilian real Data last updated: 03/2017,8.085,-0.989,3.493,3.526,3.328,3.97,3.763,3.401,2016
Brazil,Volume of exports of goods,Percent change,,Source: Central Bank Latest actual data: 2016 Base year: 2006 Primary domestic currency: Brazilian real Data last updated: 03/2017,8.144,-1.227,3.493,3.526,3.328,3.97,3.763,3.401,2016
Brazil,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2016. Employment rate (from survey) times official population estimates  the National Statistical Office (IBGE) Primary domestic currency: Brazilian real Data last updated: 03/2017,8.3,11.267,12.145,11.631,10.855,10.259,10.024,10,2016
Brazil,Employment,Persons,Millions,,,,,,,,,,
Brazil,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2016. Official population estimates and forecasts from the National Statistical Office (IBGE) for later years Primary domestic currency: Brazilian real Data last updated: 03/2017,204.47,206.101,207.681,209.207,210.679,212.097,213.461,214.768,2016
Brazil,General government revenue,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2016 Notes: General Government (GG) data refers to the non-financial public sector, which includes the federal, state and local governments as well as public enterprises (excluding Petrobras and Eletrobras), and is consolidated with the Sovereign Wealth Fund (SWF). R Fiscal assumptions: Fiscal projections for the end of -2017 take into account budget performance through December 31st, 2016, and the deficit target approved in the budget law. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Total Revenue includes disposal of non financial assets, and Net Acquisition of Nonfinancial Assets does not net out these proceeds. Basis of recording: Cash Valuation of public debt: Nominal value Primary domestic currency: Brazilian real Data last updated: 03/2017","1,870.54","2,046.97","2,141.66","2,313.67","2,496.89","2,688.05","2,878.82","3,075.14",2016
Brazil,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,31.173,32.663,31.633,32.039,32.3,32.477,32.458,32.364,2016
Brazil,General government total expenditure,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2016 Notes: General Government (GG) data refers to the non-financial public sector, which includes the federal, state and local governments as well as public enterprises (excluding Petrobras and Eletrobras), and is consolidated with the Sovereign Wealth Fund (SWF). R Fiscal assumptions: Fiscal projections for the end of -2017 take into account budget performance through December 31st, 2016, and the deficit target approved in the budget law. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Total Revenue includes disposal of non financial assets, and Net Acquisition of Nonfinancial Assets does not net out these proceeds. Basis of recording: Cash Valuation of public debt: Nominal value Primary domestic currency: Brazilian real Data last updated: 03/2017","2,486.33","2,609.38","2,757.87","2,853.90","3,002.01","3,141.50","3,322.74","3,492.29",2016
Brazil,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,41.435,41.637,40.734,39.519,38.835,37.956,37.463,36.754,2016
Brazil,General government net lending/borrowing,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2016 Notes: General Government (GG) data refers to the non-financial public sector, which includes the federal, state and local governments as well as public enterprises (excluding Petrobras and Eletrobras), and is consolidated with the Sovereign Wealth Fund (SWF). R Fiscal assumptions: Fiscal projections for the end of -2017 take into account budget performance through December 31st, 2016, and the deficit target approved in the budget law. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Total Revenue includes disposal of non financial assets, and Net Acquisition of Nonfinancial Assets does not net out these proceeds. Basis of recording: Cash Valuation of public debt: Nominal value Primary domestic currency: Brazilian real Data last updated: 03/2017",-615.797,-562.409,-616.213,-540.234,-505.125,-453.453,-443.921,-417.15,2016
Brazil,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-10.262,-8.974,-9.102,-7.481,-6.534,-5.479,-5.005,-4.39,2016
Brazil,General government structural balance,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2016 Notes: General Government (GG) data refers to the non-financial public sector, which includes the federal, state and local governments as well as public enterprises (excluding Petrobras and Eletrobras), and is consolidated with the Sovereign Wealth Fund (SWF). R Fiscal assumptions: Fiscal projections for the end of -2017 take into account budget performance through December 31st, 2016, and the deficit target approved in the budget law. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Total Revenue includes disposal of non financial assets, and Net Acquisition of Nonfinancial Assets does not net out these proceeds. Basis of recording: Cash Valuation of public debt: Nominal value Primary domestic currency: Brazilian real Data last updated: 03/2017",-588.11,-490.492,-538.811,-493.283,-489.614,-460.881,-459.76,-433,2016
Brazil,General government structural balance,Percent of potential GDP,,See notes for:  General government structural balance (National currency).,-9.746,-7.515,-7.644,-6.661,-6.266,-5.558,-5.184,-4.557,2016
